GENE	CHR	START	END
NSUN7	4	40749924	40811184
APBB2	4	40810026	41216714
AC131953.1	4	40812778	40826151
UCHL1-AS1	4	41220073	41256727
UCHL1	4	41256412	41268455
LIMCH1	4	41359606	41700044
AC108050.1	4	41608311	41612411
AC105389.2	4	41688857	41692797
PHOX2B	4	41744081	41748970
AC105389.3	4	41748292	41824119
AC105389.1	4	41750344	41757341
LINC00682	4	41872746	41882955
AC108210.1	4	41883059	41935075
TMEM33	4	41935128	41960803
DCAF4L1	4	41981755	41986465
AC106052.1	4	41988740	41989237
SLC30A9	4	41990501	42090461
BEND4	4	42110852	42152878
AC111006.1	4	42151027	42268110
AC024022.1	4	42281829	42391651
SHISA3	4	42397487	42402487
ATP8A1	4	42408372	42657105
AC096734.2	4	42657495	42657928
AC096734.1	4	42706106	42707335
GRXCR1	4	42893266	43030658
AC111198.1	4	43133866	43234956
AC097451.1	4	43340874	43345600
LINC02383	4	43457526	43492543
AC080132.1	4	43763133	43972184
AC114757.1	4	43972920	44025516
LINC02475	4	44016699	44022063
KCTD8	4	44173902	44448809
YIPF7	4	44622064	44678556
GUF1	4	44678419	44700928
GNPDA2	4	44682199	44726588
AC096586.2	4	44693945	44694386
AC096586.1	4	44704404	44704965
AC108467.1	4	45009539	45051652
GABRG1	4	46035768	46124054
AC104072.1	4	46243547	46244215
GABRA2	4	46248426	46475230
AC095060.1	4	46390254	46510194
COX7B2	4	46734826	46909245
GABRA4	4	46918899	46993581
GABRB1	4	46993722	47426447
AC107398.3	4	47431959	47438959
COMMD8	4	47450786	47463702
AC107398.4	4	47463589	47470477
AC107398.5	4	47481000	47485210
ATP10D	4	47485274	47593486
AC107398.2	4	47556730	47560259
CORIN	4	47593998	47838106
AC107068.2	4	47831329	47897965
AC107068.1	4	47840121	47844339
NFXL1	4	47847232	47914667
NIPAL1	4	47914141	48040173
CNGA1	4	47935976	48016672
TXK	4	48066392	48134250
TEC	4	48135782	48269838
SLAIN2	4	48341528	48426201
SLC10A4	4	48483342	48489526
ZAR1	4	48490251	48494389
FRYL	4	48497360	48780322
OCIAD1	4	48805211	48861817
OCIAD1-AS1	4	48852007	48860203
OCIAD2	4	48885018	48906937
CWH43	4	48986274	49062081
DCUN1D4	4	51842999	51916837
AC027271.1	4	51918771	51919381
LRRC66	4	51993701	52017620
SGCB	4	52020705	52038482
LINC02480	4	52044804	52046954
SPATA18	4	52051303	52097299
AC097522.2	4	52252819	52551574
USP46	4	52590959	52659301
USP46-AS1	4	52659405	52661668
AC104066.3	4	52680608	52692999
LINC01618	4	52712393	52866821
DANCR	4	52712403	52720351
AC104066.4	4	52712712	52722377
ERVMER34-1	4	52722617	52751586
RASL11B	4	52862316	52866835
SCFD2	4	52872981	53366066
AC023154.1	4	52945648	52958087
FIP1L1	4	53377640	53460862
LNX1	4	53459300	53701405
LNX1-AS1	4	53496399	53549578
LNX1-AS2	4	53592955	53604047
AC124017.1	4	53659207	53737156
AC105384.1	4	53899870	53916835
AC110792.3	4	53997414	53997712
CHIC2	4	54009788	54064605
AC110792.2	4	54059596	54061210
AC110792.4	4	54065238	54078454
GSX2	4	54099522	54102498
PDGFRA	4	54229279	54298245
LINC02283	4	54332891	54355954
AC098587.1	4	54376001	54376752
AC098868.1	4	54440501	54446723
LINC02260	4	54603210	54607131
KIT	4	54657917	54740715
AC097494.1	4	54836040	54845470
LINC02358	4	54845567	54859241
AC111194.1	4	54943625	54957832
AC111194.2	4	55053059	55092534
KDR	4	55078480	55125595
AC021220.2	4	55157876	55161880
SRD5A3	4	55346241	55373100
SRD5A3-AS1	4	55363970	55395847
AC069200.1	4	55387948	55388271
TMEM165	4	55395956	55453397
CLOCK	4	55427902	55546909
AC024243.1	4	55547111	55547889
PDCL2	4	55556518	55592245
NMU	4	55595228	55636698
EXOC1L	4	55819818	55837487
EXOC1	4	55853647	55905086
AC110611.1	4	55889742	55903177
AC110611.2	4	55938152	55947996
CEP135	4	55948870	56033361
KIAA1211	4	56049072	56328625
AC022267.1	4	56291600	56299873
AASDH	4	56338286	56387508
AC068620.1	4	56387624	56388153
PPAT	4	56393361	56435615
AC068620.2	4	56396311	56396871
PAICS	4	56435740	56464579
SRP72	4	56467616	56503681
ARL9	4	56505208	56525481
THEGL	4	56530605	56603507
HOPX	4	56647987	56681899
SPINK2	4	56809859	56821742
REST	4	56907875	56966678
AC069307.1	4	56960926	56961373
NOA1	4	56963349	56977606
POLR2B	4	56977721	57031158
IGFBP7	4	57030772	57110385
IGFBP7-AS1	4	57109761	57207459
AC111197.1	4	57110546	57111400
AC105390.1	4	57154576	57156452
LINC02380	4	57424494	57478341
AC013724.1	4	57490807	57495844
AC107396.1	4	57595939	57605872
AC093725.2	4	57605693	57658800
AC093725.1	4	57720034	57724655
AC104790.1	4	57841720	57855271
LINC02494	4	58524514	58536328
AC019133.1	4	58562159	58565212
AC017091.1	4	58780625	58984194
LINC02619	4	58939287	58988182
LINC02429	4	58984214	59046959
AC097501.1	4	59047019	59075256
AC108517.2	4	59150923	59180414
AC108517.1	4	59152833	59176146
AC096588.1	4	59551141	59630324
AC093857.1	4	59767815	59792114
AC092596.1	4	59903403	59920670
LINC02496	4	60750574	60796103
LINC02271	4	61143655	61153962
ADGRL3	4	61201257	62078335
AC020741.1	4	61420245	61428221
ADGRL3-AS1	4	62071751	62165554
AC097491.1	4	63128310	63143881
AC093730.1	4	63465510	63529761
TECRL	4	64275256	64409468
AC104689.2	4	64836360	64883916
LINC02232	4	64914280	65024485
LINC02835	4	65225866	65241814
EPHA5	4	65319562	65670495
EPHA5-AS1	4	65669960	65698029
AC104137.1	4	65702201	65705553
AC097110.1	4	65858760	65860204
AC116049.2	4	65998845	66150012
AC096721.1	4	66003280	66016792
AC110809.1	4	66169777	66329377
AC104806.2	4	67417304	67468251
CENPC	4	67468761	67545503
STAP1	4	67558726	67607337
UBA6	4	67612651	67701155
UBA6-AS1	4	67701208	68080952
GNRHR	4	67739327	67754360
TMPRSS11D	4	67820875	67884002
TMPRSS11A	4	67909384	67964140
TMPRSS11F	4	68053197	68129869
TMPRSS11B	4	68226652	68245694
YTHDC1	4	68310386	68350089
TMPRSS11E	4	68447462	68497604
UGT2B17	4	68537183	68568527
UGT2B15	4	68646596	68670652
UGT2B10	4	68815993	68832023
AC021146.12	4	68901007	68906983
UGT2A3	4	68928462	68951804
UGT2B7	4	69051362	69112987
AC111000.4	4	69182099	69216766
UGT2B11	4	69199950	69214748
UGT2B28	4	69280474	69295050
UGT2B4	4	69480164	69526014
UGT2A1	4	69588416	69653249
UGT2A2	4	69589308	69639642
SULT1B1	4	69721166	69787961
SULT1E1	4	69841211	69860145
CSN1S1	4	69931067	69946574
CSN2	4	69955255	69961007
STATH	4	69995930	70002570
HTN3	4	70028412	70036538
HTN1	4	70050437	70058848
PRR27	4	70133615	70176799
ODAM	4	70196495	70204576
FDCSP	4	70226123	70235252
CSN3	4	70242587	70251428
CABS1	4	70334980	70337116
SMR3A	4	70360759	70367158
SMR3B	4	70370092	70390244
OPRPN	4	70397930	70410195
MUC7	4	70430491	70482997
AMTN	4	70518568	70532743
AMBN	4	70592255	70607288
ENAM	4	70628743	70646824
AC009570.2	4	70637744	70686816
JCHAIN	4	70655540	70681817
UTP3	4	70688531	70690551
AC009570.1	4	70703746	70704491
RUFY3	4	70704203	70808619
GRSF1	4	70815782	70839897
MOB1B	4	70902325	71022449
DCK	4	70992537	71030914
SLC4A4	4	71062666	71572087
GC	4	71741695	71804041
AC068721.1	4	71821304	71823980
NPFFR2	4	72031803	72148067
ADAMTS3	4	72280968	72569221
AC095056.1	4	72323027	72330751
COX18	4	73052361	73069755
ANKRD17	4	73073375	73258798
AC053527.2	4	73259208	73317953
ALB	4	73397113	73421482
AFP	4	73431137	73456174
AFM	4	73481744	73504001
LINC02499	4	73508802	73534128
RASSF6	4	73571549	73620631
UMLILO	4	73710301	73714527
CXCL8	4	73740540	73743716
CXCL6	4	73836639	73849064
PF4V1	4	73853295	73854483
CXCL1	4	73869392	73871308
PF4	4	73980810	73982027
PPBP	4	73986438	73988190
CXCL5	4	73995641	73998677
AC097709.1	4	73997932	74007682
CXCL3	4	74036588	74038807
AC093677.3	4	74076532	74078973
CXCL2	4	74097039	74099196
MTHFD2L	4	74114173	74303099
AC093677.2	4	74156510	74158373
EPGN	4	74308469	74316789
EREG	4	74365144	74388749
AC021180.1	4	74418916	74440457
AREG	4	74445135	74455005
AC239584.1	4	74552583	74589481
BTC	4	74744758	74794523
AC098825.1	4	74881173	74882934
PARM1	4	74933094	75050115
AC110760.2	4	74955973	74970362
AC110760.1	4	74993876	75034824
LINC02562	4	75081701	75084717
AC025244.1	4	75269067	75361182
AC025244.2	4	75341278	75359024
LINC02483	4	75354075	75362566
AC096759.1	4	75361206	75434449
AC096759.2	4	75401194	75423023
RCHY1	4	75479036	75514764
THAP6	4	75513945	75550473
ODAPH	4	75556047	75565885
CDKL2	4	75576495	75630716
G3BP2	4	75642781	75724525
USO1	4	75724592	75814286
AC110615.1	4	75822965	75838389
PPEF2	4	75859863	75902571
NAAA	4	75913659	75941013
SDAD1	4	75940949	75990962
AC112719.2	4	75980789	76005942
CXCL9	4	76001274	76007509
ART3	4	76011183	76112802
CXCL10	4	76021117	76023497
CXCL11	4	76033681	76041415
NUP54	4	76114658	76148444
AC110795.1	4	76148560	76200666
SCARB2	4	76158736	76234536
FAM47E	4	76214039	76283783
AC034139.1	4	76240739	76312098
STBD1	4	76306025	76311599
CCDC158	4	76312996	76421868
SHROOM3	4	76435228	76783253
AC107072.2	4	76708852	76802426
AC107072.1	4	76758553	76801964
SOWAHB	4	76894151	76898144
SEPTIN11	4	76949702	77040384
CCNI	4	77047154	77075989
CCNG2	4	77157206	77433388
AC092674.1	4	77394490	77494286
CXCL13	4	77511752	77611834
CNOT6L	4	77713386	77819615
MRPL1	4	77862829	77952785
FRAS1	4	78057322	78544269
ANXA3	4	78551746	78610451
LINC01094	4	78638779	78683185
AC112253.1	4	78669689	78691671
AC098818.2	4	78773653	78775973
BMP2K	4	78776341	78916372
PAQR3	4	78887126	78939438
LINC01088	4	78939484	79309673
NAA11	4	79225693	79326061
GK2	4	79406360	79408228
LINC00989	4	79491801	79623479
AC092542.1	4	79596541	79597173
LINC02469	4	79663760	79696837
PCAT4	4	79827470	79877770
ANTXR2	4	79901145	80125454
AC021127.1	4	80182636	80197410
PRDM8	4	80183878	80204329
FGF5	4	80266598	80336680
CFAP299	4	80335719	80963756
BMP3	4	81030707	81057632
PRKG2	4	81087369	81215117
AC139722.1	4	81164921	81193395
RASGEF1B	4	81426392	82044244
AC124016.2	4	82344875	82346842
HNRNPD	4	82352497	82374503
AC124016.1	4	82374300	82384027
HNRNPDL	4	82422563	82430408
ENOPH1	4	82430589	82461177
TMEM150C	4	82483169	82562357
LINC00575	4	82610973	82621610
AC067942.4	4	82612183	82615575
SCD5	4	82629538	82798796
SEC31A	4	82818508	82901166
THAP9-AS1	4	82893008	82900960
THAP9	4	82900683	82919969
LIN54	4	82909972	83012926
COPS4	4	83034446	83075818
AC073840.1	4	83075956	83085600
PLAC8	4	83090047	83137075
AC114781.2	4	83233511	83247213
COQ2	4	83261535	83284914
HPSE	4	83292460	83335153
HELQ	4	83407342	83455855
MRPS18C	4	83455931	83469735
ABRAXAS1	4	83459516	83523348
GPAT3	4	83535913	83605875
AC021192.1	4	83668509	83731755
AC079160.1	4	83796435	84299189
AC104063.1	4	84371392	84380189
NKX6-1	4	84491986	84498450
CDS1	4	84583126	84651334
WDFY3	4	84669609	84966391
WDFY3-AS1	4	84796613	84810403
WDFY3-AS2	4	84965533	85011277
AC108021.1	4	84970179	84970730
ARHGAP24	4	85475149	86002668
MAPK10	4	85990006	86594625
AC104827.1	4	86117911	86219926
PTPN13	4	86594314	86815171
SLC10A6	4	86823467	86849384
C4orf36	4	86876204	86892422
AC093827.4	4	86924629	86936202
AFF1	4	86935001	87141054
KLHL8	4	87160102	87240314
AC108516.1	4	87261930	87266822
HSD17B13	4	87303788	87322886
HSD17B11	4	87336514	87391188
NUDT9	4	87422572	87459455
AC112250.2	4	87460806	87462280
SPARCL1	4	87473334	87531061
AC093895.1	4	87568034	87733956
DSPP	4	87608528	87616873
DMP1	4	87650279	87664361
IBSP	4	87799553	87812435
MEPE	4	87821410	87846817
AC131944.1	4	87974384	88008477
SPP1	4	87975649	87983426
PKD2	4	88007634	88077777
ABCG2	4	88090149	88231628
PPM1K	4	88257619	88284769
PPM1K-DT	4	88284506	88331421
AC107067.2	4	88352221	88358423
AC107067.1	4	88358944	88361304
HERC6	4	88378738	88443111
HERC5	4	88457118	88506163
PYURF	4	88520997	88523776
PIGY	4	88521572	88521789
PIGY-DT	4	88523825	88524983
HERC3	4	88592433	88708541
NAP1L5	4	88695912	88697829
FAM13A-AS1	4	88709297	88730103
FAM13A	4	88725954	89111398
TIGD2	4	89111499	89114899
AC104785.1	4	89119283	89119871
GPRIN3	4	89236382	89307800
AC093866.1	4	89410959	89726752
SNCA	4	89724098	89838315
AC097478.1	4	89743791	89744305
AC097478.3	4	89747801	89755853
AC097478.2	4	89748282	89749154
SNCA-AS1	4	89836407	89841978
MMRN1	4	89879531	89954629
AC105445.1	4	89995222	89999409
CCSER1	4	90127534	91601913
AC004054.1	4	91108022	91112790
AC074124.1	4	91319033	91325306
AC093810.1	4	91887885	91904335
AC097520.2	4	92183234	92265316
LNCPRESS2	4	92268766	92277075
AC112695.1	4	92297250	92304178
GRID2	4	92303965	93810157
AC095059.1	4	92833684	92838842
AC110800.1	4	93318622	93319786
ATOH1	4	93828752	93830966
AC096746.1	4	94117791	94207556
SMARCAD1	4	94207610	94291292
HPGDS	4	94298534	94342876
AC109925.2	4	94315485	94343041
PDLIM5	4	94451856	94668227
AC108067.1	4	94675244	94702570
BMPR1B-DT	4	94743667	94757681
BMPR1B	4	94757954	95158448
UNC5C	4	95162503	95549206
AC106881.1	4	95549128	95552457
PDHA2	4	95840092	95841464
LINC02267	4	96310700	96818864
AC096585.1	4	96841994	96857900
AC108515.1	4	97120700	97135059
STPG2	4	97184092	98143476
AC034154.1	4	97334634	97633823
STPG2-AS1	4	97366680	97491899
AC019077.1	4	98251687	98261630
RAP1GDS1	4	98261383	98443861
TSPAN5	4	98470366	98658611
AC108159.1	4	98496363	98509935
AC114811.2	4	98658903	98664550
EIF4E	4	98871683	98930637
AC019131.1	4	98928896	98994994
AC019131.3	4	98961082	98964790
METAP1	4	98995658	99062809
AC019131.2	4	99067255	99068125
ADH5	4	99070977	99088801
AP002026.1	4	99088804	99301356
ADH4	4	99123656	99157792
ADH6	4	99202637	99219537
ADH1A	4	99276368	99291003
ADH1B	4	99304970	99352760
ADH1C	4	99336496	99352746
ADH7	4	99412260	99435737
C4orf17	4	99511011	99542303
TRMT10A	4	99546708	99564039
MTTP	4	99563760	99623999
AC083902.1	4	99594798	99625913
C4orf54	4	99636528	99654648
DAPP1	4	99816826	99870190
LAMTOR3	4	99878335	99894428
DNAJB14	4	99896247	99946618
H2AFZ	4	99948085	99950355
AC097460.1	4	99950005	100195099
DDIT4L	4	100185869	100190782
AP001961.1	4	100190032	100215505
EMCN	4	100395340	100880126
AC097459.1	4	100421654	100474461
LINC01216	4	100660278	100675113
LINC01217	4	100778581	100791426
LINC01218	4	100812254	100814280
PPP3CA	4	101023408	101348278
AP001816.1	4	101347779	101348883
BANK1	4	101411285	102074812
AC084277.1	4	101640945	101649974
AP002075.1	4	101976893	102036903
SLC39A8	4	102251040	102431258
AC098487.1	4	102418601	102450010
AF213884.3	4	102500840	102501319
NFKB1	4	102501330	102617302
MANBA	4	102630769	102760994
UBE2D3	4	102794382	102868896
AC018797.3	4	102814251	102819881
UBE2D3-AS1	4	102828054	102844075
CISD2	4	102868973	102892807
SLC9B1	4	102885047	103019719
SLC9B2	4	103019867	103085829
BDH2	4	103077591	103099870
CENPE	4	103105348	103198445
LINC02428	4	103255821	103454667
AC105460.2	4	103548744	103624534
AC105460.1	4	103550585	103559277
TACR3	4	103586030	103719985
AC004047.1	4	103871889	103878436
LINC02503	4	103961615	104037543
AC004052.1	4	104230379	104411035
CXXC4	4	104468307	104494901
CXXC4-AS1	4	104490848	104734546
AC004063.1	4	104556959	104568877
AC004053.1	4	104653873	104966793
AC096577.1	4	104900124	105120000
AC004069.1	4	105137279	105140619
TET2	4	105145874	105279816
TET2-AS1	4	105171353	105178063
PPA2	4	105369076	105474067
AC004066.2	4	105540189	105552355
ARHGEF38	4	105552619	105708093
ARHGEF38-IT1	4	105561590	105570238
INTS12	4	105682626	105895986
GSTCD	4	105708777	105847728
AC008243.1	4	105746244	105827172
NPNT	4	105894774	106004027
AC109361.2	4	105927059	105932722
AC109361.1	4	106003316	106022478
TBCK	4	106041598	106321495
AIMP1	4	106315543	106349456
GIMD1	4	106357484	106368825
LINC02173	4	106433488	106453449
AC092445.1	4	106525400	106938640
DKK2	4	106921801	107283806
AC104663.1	4	107258699	107301870
PAPSS1	4	107590275	107720234
SGMS2	4	107824562	107915047
AC096564.1	4	107863472	107989679
CYP2U1	4	107931548	107953461
AC096564.2	4	107936030	107941255
HADH	4	107989713	108035175
LEF1	4	108047544	108168956
LEF1-AS1	4	108167524	108258037
RPL34-AS1	4	108538189	108620460
RPL34	4	108620565	108630412
OSTC	4	108650584	108667820
AC107071.1	4	108669948	108678874
ETNPPL	4	108742047	108763054
COL25A1	4	108808724	109302752
ZCCHC23	4	109303034	109316135
SEC24B-AS1	4	109347474	109433817
SEC24B	4	109433771	109540896
MCUB	4	109560208	109688719
CASP6	4	109688621	109703583
AC004067.1	4	109692003	109692703
PLA2G12A	4	109709988	109730070
CFI	4	109740693	109802179
AC126283.1	4	109815046	109815410
GAR1	4	109815509	109824740
RRH	4	109827971	109849123
LRIT3	4	109848106	109872315
EGF	4	109912882	110013766
ELOVL6	4	110045845	110199199
ENPEP	4	110365732	110565285
AC098798.1	4	110512487	110519505
PANCR	4	110595512	110615458
PITX2	4	110617422	110642123
LINC01438	4	110794402	110797344
AC083795.2	4	111632171	111648962
AC139718.2	4	111802800	111839886
AC139718.1	4	111804417	111809694
AC004704.1	4	111826880	112072698
FAM241A	4	112145453	112195256
AC109347.1	4	112229560	112231596
AP1AR	4	112231739	112273110
AC109347.2	4	112272967	112273316
TIFA	4	112274536	112285904
ALPK1	4	112285508	112442621
NEUROG2	4	112513515	112516180
AC023886.1	4	112515384	112546881
ZGRF1	4	112539332	112636995
LARP7	4	112637106	112657592
MIR302CHG	4	112646475	112650051
AC106864.1	4	112693046	112706810
ANK2	4	112818031	113384221
AC017007.5	4	112880297	112882330
AC093879.1	4	112973271	113071962
AC093879.2	4	113031286	113034551
CAMK2D	4	113451031	113761927
ARSJ	4	113900283	113979727
AC104779.1	4	113943255	113944320
UGT8	4	114598769	114678225
NDST4	4	114827762	115113876
MTRNR2L13	4	116298875	116300320
AC106892.1	4	116489363	116515619
AC093765.5	4	116714843	116719669
AC093765.4	4	116720122	116739945
AC093765.3	4	116751472	116952699
AC093765.2	4	116754452	116921792
TRAM1L1	4	117083553	117085576
LINC02262	4	117314596	117360655
LINC02263	4	117360595	117412712
LINC01378	4	117406165	117691188
AC092661.1	4	117648831	117657312
LINC02264	4	117834144	117869960
NDST3	4	118033617	118258634
SNHG8	4	118278708	118285316
PRSS12	4	118280037	118353003
METTL14-DT	4	118664086	118685343
METTL14	4	118685391	118715433
SEC24D	4	118722822	118838683
SYNPO2	4	118850687	119061247
MYOZ2	4	119135783	119187789
USP53	4	119212586	119295517
C4orf3	4	119296418	119304445
FABP2	4	119317249	119322138
AC093752.3	4	119409332	119410233
AC093752.2	4	119456349	119457277
PDE5A	4	119494396	119628804
AC080089.2	4	119686537	119693563
LINC01365	4	119799088	119804554
LINC02502	4	119939539	119964293
AC097173.2	4	120035032	120040615
MAD2L1	4	120055622	120066858
AC073475.1	4	120066957	120564789
AC025741.1	4	120639089	120650796
PRDM5	4	120684918	120922870
NDNF	4	121035612	121073021
AC105254.1	4	121071428	121080476
TNIP3	4	121131407	121227466
QRFPR	4	121328641	121381059
ANXA5	4	121667945	121696995
TMEM155	4	121758929	121765427
AC079341.1	4	121764584	121766814
EXOSC9	4	121801316	121817021
CCNA2	4	121816443	121823933
BBS7	4	121824328	121870487
AC079341.2	4	121870582	121872848
TRPC3	4	121874480	121952060
KIAA1109	4	122152332	122362758
ADAD1	4	122378965	122429802
IL2	4	122451469	122456725
IL21	4	122610107	122621066
IL21-AS1	4	122618982	122689156
AC053545.1	4	122700444	122708788
BBS12	4	122732701	122744942
FGF2	4	122826707	122898236
AC021205.3	4	122879777	122885805
NUDT6	4	122888696	122922968
SPATA5	4	122923077	123319433
AC026402.2	4	123349249	123351221
SPRY1	4	123396794	123403760
AC093821.1	4	123490241	123522106
LINC02435	4	123505278	123527525
LINC01091	4	123539025	123962698
AC096732.1	4	123744922	123745673
AC108075.1	4	124025294	124028268
AC121154.1	4	124149376	124252044
AC133530.1	4	124324972	124339047
LINC02516	4	124499939	124558445
ANKRD50	4	124664047	124712732
FAT4	4	125316398	125492932
AC104664.1	4	125676717	126017357
LINC02379	4	126064127	126073370
AC097528.1	4	126431693	126735523
AC096773.1	4	127043429	127077762
AC093772.1	4	127094409	127470569
AC093772.2	4	127228518	127352379
AC097462.3	4	127532827	127623803
INTU	4	127623270	127726737
SLC25A31	4	127730399	127774292
HSPA4L	4	127781820	127840733
AC093591.2	4	127840197	127844040
PLK4	4	127880892	127899224
MFSD8	4	127917731	127966034
ABHD18	4	127965305	128039927
LARP1B	4	128061285	128222931
PGRMC2	4	128269236	128288829
LINC02615	4	128292750	128519398
AC110609.1	4	128552589	128553416
AC078850.1	4	128567971	128570531
AC078850.2	4	128582998	128601407
JADRR	4	128768227	128769948
JADE1	4	128809699	128875224
SCLT1	4	128864920	129093600
C4orf33	4	129093316	129116640
AC082650.1	4	129299174	129305022
AC082650.2	4	129362910	129377504
LINC02466	4	129612329	129771527
LINC02465	4	129771595	129975329
LINC02479	4	130376228	130432227
AC093831.1	4	130881026	130885641
LINC02377	4	131379716	131591825
SNHG27	4	131727586	131791492
AC096711.2	4	131930030	131975952
AC093916.1	4	131978484	132345621
AC096711.1	4	132027174	132028434
AC114741.1	4	132435801	132447235
LINC01256	4	132591063	132678503
AC115622.1	4	132836771	132981677
AC110751.1	4	132985509	132988677
AC105383.1	4	133075310	133149147
PCDH10	4	133149293	133208606
AC108052.1	4	133261021	133263115
AC079380.1	4	133871245	134010690
AC015631.1	4	134026664	134327977
AC096763.1	4	134057467	134085506
PABPC4L	4	134196332	134201789
LINC02462	4	134383466	134545648
AC093722.1	4	134759398	134817289
AC104619.2	4	134932888	134934131
AC107463.1	4	135067232	135097658
LINC02485	4	135112904	135123779
AC105362.1	4	135792383	135805904
